Entry	Status	Gene names	Subcellular location [CC]
Q3UMT1	reviewed	Ppp1r12c Mbs85	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9BZL4}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:Q9BZL4}.
Q9DBG6	reviewed	Rpn2	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250|UniProtKB:F1PCT7}. Endoplasmic reticulum membrane; Multi-pass membrane protein {ECO:0000305}.
Q6PHN9	reviewed	Rab35	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q15286}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Membrane, clathrin-coated pit {ECO:0000250|UniProtKB:Q15286}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000250|UniProtKB:Q15286}. Endosome {ECO:0000250|UniProtKB:Q15286}. Melanosome {ECO:0000250|UniProtKB:Q15286}. Note=Present on sorting endosomes and recycling endosome tubules. Tends to be enriched in PIP2-positive cell membrane domains. During mitosis, associated with the plasma membrane and present at the ingressing furrow during early cytokinesis as well as at the intercellular bridge later during cytokinesis. Identified in stage I to stage IV melanosomes. {ECO:0000250|UniProtKB:Q15286}.
Q8BFU3	reviewed	Rnf214	
Q3V3A7	reviewed	Rnf207 Gm143	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q6ZRF8}. Note=Probably located in the endoplasmic reticulum and/or possibly the cis-Golgi apparatus. {ECO:0000250|UniProtKB:Q6ZRF8}.
Q7TN89	reviewed	Eras	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}; Cytoplasmic side {ECO:0000250}.
B0V2N1	reviewed	Ptprs	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26231120}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000269|PubMed:21454754}. Perikaryon {ECO:0000269|PubMed:21454754}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:Q64605}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q64605}. Cell junction, synapse, postsynaptic density {ECO:0000250|UniProtKB:Q64605}. Cell projection, neuron projection {ECO:0000269|PubMed:21454754}. Cell projection, growth cone {ECO:0000269|PubMed:21454754}. Note=Is rapidly internalized when dendritic cells are stimulated with the TLR9 ligand cytidine-phosphate-guanosine (CpG) (PubMed:26231120). Detected in a punctate pattern along neurites and axon growth cones (PubMed:21454754). {ECO:0000269|PubMed:21454754, ECO:0000269|PubMed:26231120}.
P28828	reviewed	Ptprm Kiaa4044	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P70665	reviewed	Siae Ysg2	SUBCELLULAR LOCATION: [Isoform 1]: Lysosome.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm.
Q8VEB2	reviewed	Sav1 Ww45 Wwp3	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}.
O54988	reviewed	Slk Kiaa0204 Stk2	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10611247, ECO:0000269|PubMed:9808774}.
P23881	reviewed	Tcea3 Tfiish	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P56840	reviewed	Tcl1b1	
O88968	reviewed	Tcn2	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P20062}.
P63072	reviewed	Ubd Fat10	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11445583}. Cytoplasm {ECO:0000269|PubMed:11445583}. Note=Accumulates in aggresomes under proteasome inhibition conditions. {ECO:0000250}.
Q9CQW1	reviewed	Ykt6	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Cytoplasmic vesicle membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Probably cycles through vesicles between Golgi and endosomes. {ECO:0000250}.
P25976	reviewed	Ubtf Tcfubf Ubf-1 Ubf1	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:20168301}.
Q9JMA1	reviewed	Usp14	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
Q99LG0	reviewed	Usp16	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03062}.
Q8BJQ2	reviewed	Usp1	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O94782}.
Q99P25	reviewed	Tsnaxip1 Txi1	SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:12036294}.
O54885	reviewed	Tyrobp Dap12 Karap	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9647200}; Single-pass type I membrane protein {ECO:0000255}.
Q8JZZ0	reviewed	Ugt3a2	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
P17717	reviewed	Ugt2b17 Ugt2b5	SUBCELLULAR LOCATION: Microsome membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q91X58	reviewed	Zfand2b Airapl	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18467495}; Lipid-anchor {ECO:0000305|PubMed:18467495}.
O88623	reviewed	Usp2 Ubp41 MNCb-0190	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14686789}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:14686789}. Note=Localizes in the spermatid head in late-elongating spermatids in the thin area between the outer acrosomal membrane and the plasma membrane. {ECO:0000250|UniProtKB:Q5U349}.; SUBCELLULAR LOCATION: [Isoform 2]: Nucleus {ECO:0000250|UniProtKB:Q5U349}. Membrane {ECO:0000269|PubMed:26756164}; Peripheral membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:26756164}. Note=Predominantly expressed at membranes. {ECO:0000269|PubMed:26756164}.
P80314	reviewed	Cct2 Cctb	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P78371}.
A2ACG1	reviewed	Tldc2 Gm1332	
Q9WVB2	reviewed	Tle2 Grg2	SUBCELLULAR LOCATION: Nucleus.
Q62440	reviewed	Tle1 Grg1	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8713081}. Note=Nuclear and chromatin-associated, depending on isoforms and phosphorylation status. Hyperphosphorylation decreases the affinity for nuclear components.; SUBCELLULAR LOCATION: [Isoform 7]: Nucleus. Cytoplasm.; SUBCELLULAR LOCATION: [Isoform 8]: Nucleus. Cytoplasm.
P26039	reviewed	Tln1 Tln	SUBCELLULAR LOCATION: Cell projection, ruffle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Cell surface {ECO:0000269|PubMed:21768292}. Cell junction, focal adhesion {ECO:0000269|PubMed:21768292}. Note=Colocalizes with LAYN at the membrane ruffles (By similarity). Localized preferentially in focal adhesions than fibrillar adhesions. {ECO:0000250}.
Q8BGP5	reviewed	Tmem127	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cytoplasm {ECO:0000250}. Note=Association of TMEM127 with the cell membrane is enhanced by inhibition of endocytosis. In the cytoplasm, it colocalizes with markers of early endosomal structures, Golgi apparatus and lysosomes. {ECO:0000250}.
Q8K304	reviewed	Tmem129	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:A0AVI4}; Multi-pass membrane protein {ECO:0000250|UniProtKB:A0AVI4}.
Q922G7	reviewed	Tekt2	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000269|PubMed:15340058}. Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000269|PubMed:10456331}. Cytoplasm, cytoskeleton, microtubule organizing center {ECO:0000269|PubMed:24394471}. Note=Colocalized with CCDC172 at the perinuclear region (PubMed:24394471). {ECO:0000269|PubMed:24394471}.
Q8BZ10	reviewed	Tmprss11g Desc4	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
B1AQL3	reviewed	Tmem235 Cldn27 Gm12581	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Endoplasmic reticulum {ECO:0000305|PubMed:21689651}.
O08759	reviewed	Ube3a	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9182527}. Nucleus {ECO:0000269|PubMed:9182527}.
Q8BXJ8	reviewed	Znf385b Zfp385b Zfp533 Znf533	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q9DCH6	reviewed	Zfand6 Awp1 Za20d3	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q3UHF7	reviewed	Hivep2 Mibp1	SUBCELLULAR LOCATION: Nucleus.
E9Q4P1	reviewed	Wdfy1 Kiaa1435	SUBCELLULAR LOCATION: Early endosome {ECO:0000250|UniProtKB:Q8IWB7}.
E9Q349	reviewed	Wdr25	
O54836	reviewed	Zmat3 Pag608 Wig1	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O08781}. Nucleus, nucleolus {ECO:0000250|UniProtKB:O08781}.
Q3U2E2	reviewed	Zmym5	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q8C0R7	reviewed	Zmynd15	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20675388}. Cytoplasm {ECO:0000269|PubMed:20675388}. Note=In step 9-11 spermatids, shifts from nucleus to cytoplasm.
Q920I9	reviewed	Wdr7 Kiaa0541 Trag	
E9Q6W4	reviewed	Znf296 Zfp296	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24161396}.
Q9JHY4	reviewed	Wfdc15b Swam1 Wfdc15	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q6KAS7	reviewed	Znf521 Evi3 Zfp521	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12393497}.
P35441	reviewed	Thbs1 Tsp1	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P07996}. Cell surface {ECO:0000250|UniProtKB:P07996}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:P07996}. Endoplasmic reticulum {ECO:0000269|PubMed:22682248}. Sarcoplasmic reticulum {ECO:0000269|PubMed:22682248}. Note=Secreted by thrombin-activated platelets and binds to the cell surface in the presence of extracellular Ca(2+) (By similarity). Incorporated into the extracellular matrix of fibroblasts (By similarity). Also detected in the endoplasmic reticulum and sarcoplasmic reticulum where it plays a role in the ER stress response (PubMed:22682248). {ECO:0000250|UniProtKB:P07996, ECO:0000269|PubMed:22682248}.
P13438	reviewed	Tpbpa Tpbp	SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000305}.
Q8BZ34	reviewed	Znf641 Zfp641	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P04426	reviewed	Wnt1 Int-1 Wnt-1	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:P04628}. Secreted {ECO:0000250|UniProtKB:P04628}.
Q6NV66	reviewed	Zfp646	
A7KBS4	reviewed	Zscan4d	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00187}. Chromosome, telomere {ECO:0000250}.
O70404	reviewed	Vamp8	SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:27628032}; Single-pass type IV membrane protein {ECO:0000305}. Late endosome membrane {ECO:0000250|UniProtKB:Q9WUF4}; Single-pass type IV membrane protein {ECO:0000305}. Early endosome membrane {ECO:0000250|UniProtKB:Q9WUF4}; Single-pass type IV membrane protein {ECO:0000305}. Cell membrane {ECO:0000269|PubMed:22118466}; Single-pass type IV membrane protein {ECO:0000305}. Note=Perinuclear vesicular structures of the early and late endosomes, coated pits, and trans-Golgi (By similarity). Sub-tight junctional domain in retinal pigment epithelium cells (By similarity). Midbody region during cytokinesis (By similarity). Lumenal oriented, apical membranes of nephric tubular cell (By similarity). Cycles through the apical but not through the basolateral plasma membrane (By similarity). Apical region of acinar cells; in zymogen granule membranes (PubMed:9614193). {ECO:0000250|UniProtKB:Q9WUF4, ECO:0000269|PubMed:9614193}.
Q9CQD8	reviewed	Atp6v0e1 Atp6v0e	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
A4Q9F1	reviewed	Ttll8	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305|PubMed:19524510}. Cell projection, cilium {ECO:0000305|PubMed:19524510}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000305|PubMed:19524510}.
Q8BWP5	reviewed	Ttpa	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P52787	reviewed	Cblif Gif	SUBCELLULAR LOCATION: Secreted.
P01872	reviewed	Ighm Igh-6	SUBCELLULAR LOCATION: [Isoform 1]: Secreted {ECO:0000305}. Note=During differentiation, B-lymphocytes switch from expression of membrane-bound IgM to secretion of IgM. {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q8BWG4	reviewed		
Q8C753	reviewed	Kiaa0556	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:O60303}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:O60303}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:O60303}. Note=When overexpressed, localizes to the cytoplasm where it associates with acetylated alpha-tubulin. {ECO:0000250|UniProtKB:O60303}.
P19639	reviewed	Gstm3	SUBCELLULAR LOCATION: Cytoplasm.
Q307W7	reviewed	Kncn Kino	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q8BWJ3	reviewed	Phka2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.
Q8K1T4	reviewed	Ly6g5b	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q3TNL8	reviewed	Itprip Kiaa1754	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q8IWB1}; Single-pass type I membrane protein {ECO:0000255}. Nucleus outer membrane {ECO:0000269|PubMed:31142202}; Single-pass type I membrane protein {ECO:0000255}.
Q99KS2	reviewed	Ngrn Fi58g	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9NPE2}. Secreted {ECO:0000250|UniProtKB:Q9NPE2}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q9NPE2}.
A6H690	reviewed	Iqca1l Iqca1p1	
Q9D7Z7	reviewed	Lypd5	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor, GPI-anchor {ECO:0000305}.
Q9D0T1	reviewed	Snu13 Nhp2l1 Ssfa1	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P55769}. Nucleus, nucleolus {ECO:0000250|UniProtKB:P55769}. Note=Concentrated in the dense fibrillar component of the nucleolus. {ECO:0000250|UniProtKB:P55769}.
O70628	reviewed	Pde9a Pde8b	SUBCELLULAR LOCATION: Cell projection, ruffle membrane {ECO:0000250|UniProtKB:O76083}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:O76083}. Golgi apparatus {ECO:0000250|UniProtKB:O76083}. Endoplasmic reticulum {ECO:0000250|UniProtKB:O76083}. Cell membrane, sarcolemma {ECO:0000250|UniProtKB:O76083}.
Q3UW31	reviewed	Pate2 Gm846	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q6P1Z5	reviewed	Pced1a Fam113a	
O88329	reviewed	Myo1a Bbmi Myhl	
Q02566	reviewed	Myh6 Myhca	SUBCELLULAR LOCATION: Cytoplasm, myofibril. Note=Thick filaments of the myofibrils.
Q8CHT1	reviewed	Ngef	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}. Cell projection, growth cone {ECO:0000250}. Note=Associated with membranes. Localizes to axonal growth cones (By similarity). {ECO:0000250}.
P13542	reviewed	Myh8 Myhsp	SUBCELLULAR LOCATION: Cytoplasm, myofibril. Note=Thick filaments of the myofibrils.
O70468	reviewed	Mybpc3	
B2RXZ1	reviewed	Pnldc1	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:27515512}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q8NA58}. Note=Localizes mainly in the endoplasmic reticulum. {ECO:0000269|PubMed:27515512}.
Q8VE10	reviewed	Naa40 Nat11 Patt1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q86UY6}. Nucleus {ECO:0000250|UniProtKB:Q86UY6}.
O55128	reviewed	Sap18	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O00422}. Cytoplasm {ECO:0000250|UniProtKB:O00422}. Nucleus speckle {ECO:0000250|UniProtKB:O00422}. Note=Shuttles between the nucleus and the cytoplasm (By similarity). Colocalizes with ACIN1 and SRSF2 in nuclear speckles (By similarity). {ECO:0000250|UniProtKB:O00422}.
Q8C1C1	reviewed	Psapl1	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q5QD11	reviewed	Taar7b Gm698	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q4KL14	reviewed	Trappc3l Bet3l	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}.
Q6S5I3	reviewed	S100a15a S100a15 S100a7 S100a7a	
Q78KK3	reviewed	Slc22a18 Impt1 Itm Orctl2 Tssc5	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Localized at the apical membrane surface of renal proximal tubules. {ECO:0000250}.
P0DN90	reviewed	Tmem254b	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q8BVI5	reviewed	Stx16	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}.
Q14B46	reviewed	Rtkn2 Plekhk1	
Q9D3G5	reviewed	Stx11	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
Q64127	reviewed	Trim24 Tif1 Tif1a	SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=Detected in the cytoplasm of the zygote. Translocates into the pronucleus at the time of genome activation. Colocalizes with sites of active transcription.
Q7TM95	reviewed	Tigd3	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00320, ECO:0000255|PROSITE-ProRule:PRU00583}.
Q9Z2I8	reviewed	Suclg2	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03221}.
Q9JMA2	reviewed	Qtrt1 Tgt Tgut	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03218, ECO:0000269|PubMed:19414587}. Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03218, ECO:0000269|PubMed:19414587}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03218, ECO:0000305|PubMed:19414587}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03218, ECO:0000269|PubMed:19414587}. Nucleus {ECO:0000269|PubMed:19414587}. Note=Weakly associates with mitochondria, possibly via QTRT2. {ECO:0000255|HAMAP-Rule:MF_03218, ECO:0000269|PubMed:19414587}.
Q61056	reviewed	Trpc1 Trp1 Trrp1	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q80XQ2	reviewed	Tbc1d5	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000250|UniProtKB:Q92609}. Cytoplasmic vesicle, autophagosome {ECO:0000250|UniProtKB:Q92609}. Note=During starvation induced autophagy is relocalized from endosomal localization to LC3-positive autophagosomes (By similarity). {ECO:0000250|UniProtKB:Q92609}.
Q08775	reviewed	Runx2 Aml3 Cbfa1 Osf2 Pebp2a	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q13950}.
Q9QUQ5	reviewed	Trpc4 Trrp4	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q8R4T9	reviewed	Slc14a2 Ut2	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P70325	reviewed	Tbx4	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00201}.
Q7TNE1	reviewed	Sugct	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
P01849	reviewed	Tcra	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P06334	reviewed		SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P10711	reviewed	Tcea1 Tceat	SUBCELLULAR LOCATION: Nucleus.
O35437	reviewed	Tcf21 Pod1	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00981}.
Q80U95	reviewed	Ube3c Kiaa0010 Kiaa10	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q9QUL7	reviewed	Tpsg1 Tmt	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q6PGL7	reviewed	Washc2 D6Wsu116e Fam21 Kiaa0592	SUBCELLULAR LOCATION: Early endosome membrane {ECO:0000250|UniProtKB:Q9Y4E1}. Cell membrane {ECO:0000250|UniProtKB:Q9Y4E1}.
P97953	reviewed	Vegfc	SUBCELLULAR LOCATION: Secreted.
O88466	reviewed	Znf106 H3a Sh3bp3 Sirm Zfp106 Znf474	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:15833274, ECO:0000269|PubMed:27418600, ECO:0000269|PubMed:28072389, ECO:0000269|PubMed:9507006}. Nucleus speckle {ECO:0000269|PubMed:27418600, ECO:0000269|PubMed:28072389}. Note=Colocalizes with RBM39 in nuclear speckles. Inhibition of RNA synthesis, or overexpression of KNOP1, induces translocation from nuclear speckles to the nucleolus. {ECO:0000269|PubMed:27418600}.
Q5DQQ6	reviewed	Wfdc13 Wfdc13l1	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q8BTE6	reviewed	Wfdc21 Wdnml1	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:18492766}.
Q8K083	reviewed	Znf536 Kiaa0390 Zfp536	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q5SSZ7	reviewed	Znrf3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9ULT6}; Single-pass type I membrane protein {ECO:0000255}.
A2ARP1	reviewed	Ppip5k1 Hisppd2a Kiaa0377 Vip1	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q6PFW1}. Cell membrane {ECO:0000250|UniProtKB:Q6PFW1}. Note=Relocalizes to the plasma membrane upon activation of the PtdIns 3-kinase pathway. {ECO:0000250|UniProtKB:Q6PFW1}.
Q3URR7	reviewed	Zscan10 Zfp206	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00187, ECO:0000269|PubMed:16971461, ECO:0000269|PubMed:17628018}.
Q8CE94	reviewed	Slc16a13 Mct13	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q7RTY0}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q7RTY0}. Cell membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.
Q3V1L6	reviewed	Mtmr11	
Q64434	reviewed	Ptk6 Sik	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Membrane. Cell projection, ruffle {ECO:0000250}. Note=Also found to be membrane-associated. Colocalizes with KHDRBS1, within the nucleus.
P97358	reviewed	Taf1b	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}.
Q8C092	reviewed	Taf5	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q9CPR1	reviewed	Rwdd4 Rwdd4a	
Q923U0	reviewed	Tom1l1 Srcasm	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack. Endosome membrane {ECO:0000305}. Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=A small proportion is membrane-associated. {ECO:0000250}.
